"artifact","field","locale","occurrences","scalar_utf8_bytes","types","source_candidates_not_usage_proof"
"src/lib/generated/details/light-cones/*","passive.superimposition.levels.[].descriptionTokens.[].color","neutral","1865","20515","string","src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameModeIcon.svelte;... 47 candidate files"
"src/lib/generated/details/light-cones/*","passive.superimposition.levels.[].descriptionTokens.[].unbreak","neutral","2730","10920","boolean","src/lib/components/InlineGameTextToken.svelte;src/lib/domain/game-text.ts;src/lib/domain/types.ts;scripts/data/text.ts;tests/unit/data.test.ts;tests/unit/search-metadata.test.ts;tests/unit/search.test.ts"
"src/lib/generated/details/light-cones/*","baseStats.minLevel","neutral","169","169","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/domain/stats.ts;src/lib/domain/types.ts;scripts/data/enemy-detail.ts;scripts/data/stats.ts;scripts/data/validate.ts;tests/unit/data.test.ts;... 9 candidate files"
"src/lib/generated/details/light-cones/*","baseStats.maxLevel","neutral","169","338","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/domain/stats.ts;src/lib/domain/types.ts;scripts/data/enemy-detail.ts;scripts/data/stats.ts;scripts/data/validate.ts;tests/unit/data.test.ts;... 9 candidate files"
"src/lib/generated/details/light-cones/*","baseStats.defaultLevel","neutral","169","338","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/components/SkillProgressionPanel.svelte;src/lib/domain/types.ts;scripts/data/enemy-detail.ts;scripts/data/skills.ts;scripts/data/stats.ts;scripts/data/validate.ts;... 10 candidate files"
"src/lib/generated/details/light-cones/*","baseStats.stages.[].fromLevel","neutral","1183","2197","number","src/lib/domain/stats.ts;src/lib/domain/types.ts;scripts/data/stats.ts;tests/unit/shared-ui.test.ts"
"src/lib/generated/details/light-cones/*","baseStats.stages.[].toLevel","neutral","1183","2366","number","src/lib/domain/types.ts;scripts/data/stats.ts;tests/unit/shared-ui.test.ts"
"src/lib/generated/details/light-cones/*","baseStats.stages.[].hp.base","neutral","1183","6092","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/DetailPage.svelte;src/lib/domain/endgame.ts;src/lib/domain/stats.ts;src/lib/domain/types.ts;src/lib/search/name-metadata.ts;scripts/data/character-names.ts;scripts/data/endgame.ts;... 22 candidate files"
"src/lib/generated/details/light-cones/*","baseStats.stages.[].hp.perLevel","neutral","1183","4424","number","src/lib/domain/stats.ts;src/lib/domain/types.ts;scripts/data/stats.ts;tests/unit/shared-ui.test.ts"
"src/lib/generated/details/light-cones/*","baseStats.stages.[].attack.base","neutral","1183","5989","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/DetailPage.svelte;src/lib/domain/endgame.ts;src/lib/domain/stats.ts;src/lib/domain/types.ts;src/lib/search/name-metadata.ts;scripts/data/character-names.ts;scripts/data/endgame.ts;... 22 candidate files"
"src/lib/generated/details/light-cones/*","baseStats.stages.[].attack.perLevel","neutral","1183","4522","number","src/lib/domain/stats.ts;src/lib/domain/types.ts;scripts/data/stats.ts;tests/unit/shared-ui.test.ts"
"src/lib/generated/details/light-cones/*","baseStats.stages.[].defence.base","neutral","1183","4237","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/DetailPage.svelte;src/lib/domain/endgame.ts;src/lib/domain/stats.ts;src/lib/domain/types.ts;src/lib/search/name-metadata.ts;scripts/data/character-names.ts;scripts/data/endgame.ts;... 22 candidate files"
"src/lib/generated/details/light-cones/*","baseStats.stages.[].defence.perLevel","neutral","1183","4053","number","src/lib/domain/stats.ts;src/lib/domain/types.ts;scripts/data/stats.ts;tests/unit/shared-ui.test.ts"
"src/lib/generated/details/light-cones/*","baseStats.iconKeys.hp","neutral","169","2873","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/HpDisplay.svelte;src/lib/components/enemy/EnemyStatsPanel.svelte;src/lib/components/enemy/EnemyTemplateBaseStatsPanel.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/stats.ts;... 26 candidate files"
"src/lib/generated/details/light-cones/*","baseStats.iconKeys.attack","neutral","169","3042","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/enemy/EnemyStatsPanel.svelte;src/lib/components/enemy/EnemyTemplateBaseStatsPanel.svelte;src/lib/domain/stats.ts;src/lib/domain/types.ts;scripts/data/enemy-detail.ts;scripts/data/stats.ts;scripts/data/sync.ts;... 13 candidate files"
"src/lib/generated/details/light-cones/*","baseStats.iconKeys.defence","neutral","169","3211","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/enemy/EnemyStatsPanel.svelte;src/lib/components/enemy/EnemyTemplateBaseStatsPanel.svelte;src/lib/domain/stats.ts;src/lib/domain/types.ts;scripts/data/enemy-detail.ts;scripts/data/stats.ts;scripts/data/sync.ts;... 13 candidate files"
"src/lib/generated/details/relics/*","id","neutral","60","300","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/relics/*","name","localized","60","1366","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/relics/*","description","localized","60","10129","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/relics/*","version","neutral","60","300","string","src/lib/components/relic/RelicDetailPage.svelte;src/lib/domain/enemy-view.ts;src/lib/domain/types.ts;src/routes/sitemap.xml/+server.ts;scripts/assets/enemies/ensure.ts;scripts/assets/enemies/shared.ts;scripts/assets/enemies/sync.ts;scripts/data/sync.ts;... 11 candidate files"
"src/lib/generated/details/relics/*","category","neutral","60","480","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;src/lib/components/endgame/EndgameSeasonCard.svelte;src/lib/components/endgame/EndgameSeasonHero.svelte;src/lib/components/EnemyCatalogPage.svelte;src/lib/components/LightConeCatalogPage.svelte;src/lib/components/RelicCatalogPage.svelte;... 29 candidate files"
"src/lib/generated/details/relics/*","effectRequirements.[]","neutral","92","92","number","src/lib/domain/types.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/relic-filters.test.ts"
"src/lib/generated/details/relics/*","type","neutral","60","480","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;... 174 candidate files"
"src/lib/generated/details/relics/*","typeName","localized","60","840","string","src/lib/components/relic/RelicDetailPage.svelte;src/lib/domain/enemy-view.ts;src/lib/domain/types.ts;scripts/data/sync.ts"
"src/lib/generated/details/relics/*","kind","neutral","60","420","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;src/lib/components/endgame/modes/ApocalypticShadowMechanicsSection.svelte;... 54 candidate files"
"src/lib/generated/details/relics/*","effects.[].required","neutral","92","92","number","src/lib/components/relic/RelicDetailPage.svelte;src/lib/domain/types.ts;scripts/assets/enemies/shared.ts;scripts/assets/shared.ts;scripts/data/sync.ts;scripts/data/validate.ts;scripts/deployment/prepare.ts;tests/unit/deployment-build.test.ts;... 10 candidate files"
"src/lib/generated/details/relics/*","effects.[].description","localized","92","9517","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/relics/*","pieces.[].id","neutral","184","1288","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/relics/*","pieces.[].slot","neutral","184","1160","string","src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;src/lib/components/endgame/EndgameNodeHeading.svelte;src/lib/components/endgame/EndgameNodeSection.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;src/lib/components/endgame/modes/ApocalypticShadowDetailContent.svelte;... 44 candidate files"
"src/lib/generated/details/relics/*","pieces.[].name","localized","184","4556","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/relics/*","pieces.[].description","localized","184","21923","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/relics/*","sources.[]","mixed","134","5274","string","src/lib/domain/types.ts;scripts/assets/shared.ts;scripts/data/enemy-detail.ts;scripts/data/enemy-stats.ts;scripts/data/raw.ts;scripts/data/sync.ts;tests/unit/data.test.ts;tests/unit/invariants.test.ts;... 9 candidate files"
"src/lib/generated/endgame/aa.json","schemaVersion","neutral","1","2","number","src/lib/domain/endgame.ts;src/lib/domain/search-index.ts;src/lib/domain/types.ts;src/lib/domain/visual-assets.ts;src/lib/search/documents.ts;src/lib/search/endgame.ts;src/lib/search/name-metadata.ts;src/lib/search/search.ts;... 36 candidate files"
"src/lib/generated/endgame/aa.json","mode","neutral","1","4","string","src/lib/components/endgame/EndgameModeIcon.svelte;src/lib/components/endgame/EndgameModeNav.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;src/lib/components/endgame/EndgameOverviewHeroArtwork.svelte;src/lib/components/endgame/EndgameSeasonCard.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/search-index.ts;... 33 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].mode","neutral","9","36","string","src/lib/components/endgame/EndgameModeIcon.svelte;src/lib/components/endgame/EndgameModeNav.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;src/lib/components/endgame/EndgameOverviewHeroArtwork.svelte;src/lib/components/endgame/EndgameSeasonCard.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/search-index.ts;... 33 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].groupId","neutral","9","9","number","src/lib/components/endgame/EndgameOverviewCard.svelte;src/lib/components/endgame/EndgameSeasonCard.svelte;src/lib/components/endgame/EndgameSeasonHero.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/search-index.ts;src/lib/search/endgame.ts;src/lib/server/endgame.ts;... 23 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].name","localized","9","126","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].id","neutral","45","657","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].configId","neutral","45","135","number","src/lib/domain/endgame.ts;scripts/data/as-boss-guides.ts;scripts/data/endgame.ts;scripts/data/maze-buffs.ts;scripts/data/validate.ts;tests/unit/endgame.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].name","localized","45","792","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].ordinal","neutral","27","27","number","src/lib/components/endgame/EndgameWaveGroup.svelte;src/lib/components/endgame/EndgameWaveLayout.svelte;src/lib/components/endgame/presentation.ts;src/lib/domain/endgame-navigation.ts;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/endgame.ts;tests/e2e/endgame.spec.ts;... 10 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].variant","neutral","45","567","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameEnemyGrid.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;src/lib/components/endgame/EndgameSeasonCard.svelte;src/lib/components/endgame/EndgameWaveGroup.svelte;src/lib/components/Navigator.svelte;... 32 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].slot","neutral","45","45","number","src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;src/lib/components/endgame/EndgameNodeHeading.svelte;src/lib/components/endgame/EndgameNodeSection.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;src/lib/components/endgame/modes/ApocalypticShadowDetailContent.svelte;... 44 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].eventId","neutral","45","360","number","src/lib/domain/endgame.ts;scripts/data/endgame.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].stageId","neutral","45","360","number","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/validate.ts;tests/unit/endgame.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].level","neutral","45","108","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameEnemyGrid.svelte;src/lib/components/endgame/EndgameNodeHeading.svelte;... 53 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].hardLevelGroup","neutral","45","45","number","src/lib/domain/endgame.ts;src/lib/domain/enemy-view.ts;src/lib/domain/types.ts;scripts/data/endgame.ts;scripts/data/sync.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].previewMonsterIds.[]","neutral","158","1152","number","src/lib/domain/endgame.ts;scripts/data/endgame.ts;scripts/data/validate.ts;tests/unit/endgame.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.kind","neutral","45","720","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;src/lib/components/endgame/modes/ApocalypticShadowMechanicsSection.svelte;... 54 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waveGroupId","neutral","45","360","number","src/lib/domain/endgame.ts;scripts/data/endgame.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].waveId","neutral","82","738","number","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/validate.ts;tests/unit/endgame.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].monsterGroupId","neutral","82","738","number","src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;tests/unit/endgame.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].monsterId","neutral","198","1432","number","src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/enemy-view.ts;src/lib/domain/types.ts;src/lib/server/endgame.ts;scripts/data/as-boss-guides.ts;... 19 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].monsterTemplateId","neutral","198","1386","number","src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/enemy-view.ts;src/lib/domain/types.ts;src/lib/server/endgame.ts;src/lib/server/enemies.ts;... 20 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].name","localized","198","4088","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.hpBase","neutral","198","1279","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/pure-fiction-hp.ts;scripts/data/stats.ts;scripts/data/validate.ts;tests/unit/endgame-view.test.ts;... 9 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.instanceRatio","neutral","198","729","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/enemy-detail.ts;scripts/data/enemy-stats.ts;scripts/data/pure-fiction-hp.ts;scripts/data/validate.ts;... 10 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.levelRatio","neutral","198","2042","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/enemy-detail.ts;scripts/data/enemy-stats.ts;scripts/data/pure-fiction-hp.ts;scripts/data/validate.ts;... 10 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.eliteRatio","neutral","198","864","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/enemy-detail.ts;scripts/data/enemy-stats.ts;scripts/data/pure-fiction-hp.ts;scripts/data/validate.ts;... 10 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.baseEncounterMaxHpPerBar","neutral","198","3123","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/pure-fiction-hp.ts;scripts/data/validate.ts;tests/unit/endgame-view.test.ts;tests/unit/endgame.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.final.status","neutral","198","1980","string","src/lib/components/endgame/EndgameSeasonHero.svelte;src/lib/components/enemy/EnemyStatsPanel.svelte;src/lib/components/Navigator.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/types.ts;src/lib/search/endgame.ts;src/routes/+error.svelte;... 29 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.final.maxHpPerBar","neutral","198","3123","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/pure-fiction-hp.ts;scripts/data/validate.ts;tests/unit/endgame-view.test.ts;tests/unit/endgame.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.final.source","neutral","198","3168","string","src/lib/components/DetailArtwork.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/components/relic/RelicDetailPage.svelte;src/lib/components/relic/RelicIcon.svelte;src/lib/components/SemanticIconLabel.svelte;src/lib/content/changelog/index.ts;... 46 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.final.rounding","neutral","198","3366","string","src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/pure-fiction-hp.ts;scripts/data/validate.ts;tests/unit/endgame-view.test.ts;tests/unit/endgame.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.eliteGroupId","neutral","198","590","number","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/endgame.ts;tests/unit/endgame-view.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.eliteGroupTable","neutral","198","2934","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/endgame.ts;tests/unit/endgame-view.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.eliteContextSource","neutral","198","2574","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/endgame.ts;tests/unit/endgame-view.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].hp.eliteContextConfidence","neutral","198","1980","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/endgame.ts;tests/unit/endgame-view.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].speed.status","neutral","198","1983","string","src/lib/components/endgame/EndgameSeasonHero.svelte;src/lib/components/enemy/EnemyStatsPanel.svelte;src/lib/components/Navigator.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/types.ts;src/lib/search/endgame.ts;src/routes/+error.svelte;... 29 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].speed.base","neutral","197","970","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/DetailPage.svelte;src/lib/domain/endgame.ts;src/lib/domain/stats.ts;src/lib/domain/types.ts;src/lib/search/name-metadata.ts;scripts/data/character-names.ts;scripts/data/endgame.ts;... 22 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].speed.instanceRatio","neutral","197","591","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/enemy-detail.ts;scripts/data/enemy-stats.ts;scripts/data/pure-fiction-hp.ts;scripts/data/validate.ts;... 10 candidate files"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].speed.instanceValue","neutral","197","595","string","src/lib/domain/endgame.ts;scripts/data/endgame.ts;scripts/data/enemy-detail.ts;scripts/data/enemy-stats.ts;scripts/data/validate.ts;tests/unit/endgame-view.test.ts"
"src/lib/generated/endgame/aa.json","groups.[].encounters.[].battles.[].stages.[].waveModel.waves.[].monsterGroups.[].orderedEnemies.[].speed.levelRatio","neutral","197","1151","string","src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;scripts/data/debug-pf-hp.ts;scripts/data/endgame.ts;scripts/data/enemy-detail.ts;scripts/data/enemy-stats.ts;scripts/data/pure-fiction-hp.ts;scripts/data/validate.ts;... 10 candidate files"
