"artifact","field","locale","occurrences","scalar_utf8_bytes","types","source_candidates_not_usage_proof"
"src/lib/generated/details/characters/*","profiles.enhanced.skillCards.[].variants.[].combatMeta.extraEffects.[].name","localized","29","388","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.skillCards.[].variants.[].combatMeta.extraEffects.[].description","localized","29","3771","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].id","neutral","130","1300","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].name","localized","130","2036","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].description","localized","130","7651","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].type","neutral","130","870","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;... 174 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].iconKey","neutral","130","3535","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameModeIcon.svelte;src/lib/components/PrimaryNavigation.svelte;src/lib/components/RelicPropertyToken.svelte;src/lib/components/SkillCardPanel.svelte;src/lib/components/TraceAbilityHeading.svelte;src/lib/components/TraceCardPanel.svelte;... 20 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].sourcePointType","neutral","130","130","number","src/lib/domain/trace-groups.ts;src/lib/domain/types.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts;tests/unit/shared-ui.test.ts;tests/unit/trace-groups.test.ts"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].promotionLimit","neutral","100","100","number","src/lib/components/TraceAbilityHeading.svelte;src/lib/domain/types.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts;tests/unit/trace-groups.test.ts"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].anchorOrder","neutral","130","220","number","src/lib/domain/trace-groups.ts;src/lib/domain/types.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts;tests/unit/shared-ui.test.ts;tests/unit/trace-groups.test.ts"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].extraEffects.[].id","neutral","17","170","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].extraEffects.[].name","localized","17","250","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].extraEffects.[].description","localized","17","2277","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].propertyType","neutral","100","1875","string","src/lib/components/EquipmentRecommendationSection.svelte;src/lib/domain/equipment-recommendation-view.ts;src/lib/domain/types.ts;scripts/assets/shared.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts;tests/unit/visual-assets.test.ts"
"src/lib/generated/details/characters/*","profiles.enhanced.traces.[].prerequisiteIds.[]","neutral","87","870","string","src/lib/domain/trace-groups.ts;src/lib/domain/types.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts;tests/unit/shared-ui.test.ts;tests/unit/trace-groups.test.ts"
"src/lib/generated/details/characters/*","profiles.enhanced.eidolons.[].id","neutral","60","540","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.eidolons.[].rank","neutral","60","60","number","src/lib/components/DetailPage.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/components/enemy/EnemyRankTag.svelte;src/lib/domain/character-detail-icons.ts;src/lib/domain/endgame-view.ts;src/lib/domain/enemy-overview.ts;src/lib/domain/enemy-view.ts;... 25 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.eidolons.[].name","localized","60","1170","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.eidolons.[].description","localized","60","9470","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.eidolons.[].iconKey","neutral","60","900","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameModeIcon.svelte;src/lib/components/PrimaryNavigation.svelte;src/lib/components/RelicPropertyToken.svelte;src/lib/components/SkillCardPanel.svelte;src/lib/components/TraceAbilityHeading.svelte;src/lib/components/TraceCardPanel.svelte;... 20 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.eidolons.[].extraEffects.[].id","neutral","21","210","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.eidolons.[].extraEffects.[].name","localized","21","300","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/characters/*","profiles.enhanced.eidolons.[].extraEffects.[].description","localized","21","2541","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/characters/*","profiles.base.skillCards.[].variants.[].combatMeta.specialResource","mixed","21","789","string","src/lib/components/SkillCombatMeta.svelte;src/lib/domain/types.ts;scripts/data/skill-combat.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.skillCards.[].variants.[].combatMeta.toughnessDamage","neutral","1","2","number","src/lib/components/SkillCombatMeta.svelte;src/lib/domain/types.ts;scripts/data/skill-combat.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.enhanced.skillCards.[].variants.[].combatMeta.specialResource","mixed","1","33","string","src/lib/components/SkillCombatMeta.svelte;src/lib/domain/types.ts;scripts/data/skill-combat.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.skillCards.[].variants.[].levels.[].descriptionTokens.[].icon.spriteName","neutral","40","680","string","src/lib/components/InlineGameTextToken.svelte;src/lib/domain/game-text.ts;src/lib/domain/types.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.skillCards.[].variants.[].levels.[].descriptionTokens.[].icon.id","neutral","40","40","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/characters/*","profiles.base.skillCards.[].variants.[].levels.[].descriptionTokens.[].icon.width","neutral","40","40","number","src/lib/components/ChangelogModal.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailArtwork.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;... 59 candidate files"
"src/lib/generated/details/characters/*","profiles.base.skillCards.[].variants.[].levels.[].descriptionTokens.[].icon.height","neutral","40","40","number","src/lib/components/ChangelogModal.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailArtwork.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameModeIcon.svelte;src/lib/components/endgame/EndgameModeNav.svelte;... 42 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].kind","neutral","16","318","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;src/lib/components/endgame/modes/ApocalypticShadowMechanicsSection.svelte;... 54 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.id","neutral","16","142","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.name","localized","16","410","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.type","mixed","16","176","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;... 174 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.order","neutral","16","21","number","src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/mechanics/BuffOptionGroup.svelte;src/lib/components/SpecialEffectRelation.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/types.ts;src/lib/search/normalization.ts;src/lib/search/presentation.ts;... 23 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.source","neutral","16","184","string","src/lib/components/DetailArtwork.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/components/relic/RelicDetailPage.svelte;src/lib/components/relic/RelicIcon.svelte;src/lib/components/SemanticIconLabel.svelte;src/lib/content/changelog/index.ts;... 46 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.progressionId","neutral","16","144","string","src/lib/components/SkillCardPanel.svelte;src/lib/domain/types.ts;scripts/data/skills.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.scalingParamIndexes.[]","neutral","40","40","number","src/lib/domain/types.ts;scripts/data/levelled.ts;scripts/data/skills.ts;scripts/data/sync.ts;scripts/data/text.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.levels.[].level","neutral","170","196","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameEnemyGrid.svelte;src/lib/components/endgame/EndgameNodeHeading.svelte;... 53 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.levels.[].description","localized","170","59552","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.levels.[].descriptionTokens.[].type","neutral","1740","13500","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;... 174 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.levels.[].descriptionTokens.[].value","mixed","1740","62692","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/EndgameModeNav.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;src/lib/components/endgame/EndgameSeasonCard.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;... 86 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.levels.[].descriptionTokens.[].color","neutral","450","4950","string","src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameModeIcon.svelte;... 47 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.levels.[].descriptionTokens.[].unbreak","neutral","560","2240","boolean","src/lib/components/InlineGameTextToken.svelte;src/lib/domain/game-text.ts;src/lib/domain/types.ts;scripts/data/text.ts;tests/unit/data.test.ts;tests/unit/search-metadata.test.ts;tests/unit/search.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.levels.[].descriptionTokens.[].underline","neutral","175","700","boolean","src/lib/components/ChangelogModal.svelte;src/lib/components/InlineGameTextToken.svelte;src/lib/domain/game-text.ts;src/lib/domain/special-effects-presentation.ts;src/lib/domain/types.ts;scripts/data/text.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.attackType","neutral","16","142","string","src/lib/domain/types.ts;scripts/data/skills.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.effect.code","neutral","16","148","string","src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/enemy/EnemyDetailPage.svelte;src/lib/components/enemy/EnemySkillCard.svelte;src/lib/components/EnemyCatalogPage.svelte;src/lib/components/EnemyWeaknessGroup.svelte;src/lib/components/EquipmentRecommendationSection.svelte;... 38 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.effect.label","localized","16","128","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/AsBossDossier.svelte;... 81 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.effect.known","neutral","16","64","boolean","src/lib/domain/types.ts;scripts/data/enemy-detail.ts;scripts/data/skill-combat.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts;tests/unit/enemy-detail.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.extraEffects.[].id","neutral","13","130","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.extraEffects.[].name","localized","13","191","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.extraEffects.[].description","localized","13","1515","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].order","neutral","14","19","number","src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/mechanics/BuffOptionGroup.svelte;src/lib/components/SpecialEffectRelation.svelte;src/lib/domain/endgame-view.ts;src/lib/domain/endgame.ts;src/lib/domain/types.ts;src/lib/search/normalization.ts;src/lib/search/presentation.ts;... 23 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].linkedAvatarId","neutral","14","84","string","src/lib/components/SpecialEffectRelation.svelte;src/lib/domain/types.ts;src/routes/[category=category]/[id]/+page.server.ts;scripts/data/special-effects.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].tarotFigurePath","neutral","14","1064","string","src/lib/domain/types.ts;scripts/data/special-effects.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].tarotIconPath","neutral","14","896","string","src/lib/domain/types.ts;scripts/data/special-effects.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.energyGain","neutral","2","4","number","src/lib/components/SkillCombatMeta.svelte;src/lib/domain/types.ts;scripts/data/skill-combat.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.stanceDisplay.[].type","neutral","4","26","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;... 174 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].skill.combatMeta.stanceDisplay.[].value","neutral","4","6","number","src/lib/components/BaseStatsPanel.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/endgame/as/AsBossTraits.svelte;src/lib/components/endgame/EndgameModeNav.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;src/lib/components/endgame/EndgameSeasonCard.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;... 86 candidate files"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].linkedAvatarIds.[]","neutral","9","54","string","src/lib/components/SpecialEffectRelation.svelte;src/lib/domain/types.ts;src/routes/[category=category]/[id]/+page.server.ts;scripts/data/special-effects.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/characters/*","profiles.base.specialEffects.[].simplifiedLinkedAvatarIds.[]","neutral","6","36","string","src/lib/domain/types.ts;scripts/data/special-effects.ts;scripts/data/sync.ts;scripts/data/validate.ts;tests/unit/data.test.ts"
"src/lib/generated/details/enemies/*","id","neutral","628","5652","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/as/ApocalypticShadowNodeSection.svelte;... 117 candidate files"
"src/lib/generated/details/enemies/*","name","localized","628","14322","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
"src/lib/generated/details/enemies/*","description","localized","628","135251","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;src/lib/components/endgame/modes/AnomalyArbitrationDetailContent.svelte;... 47 candidate files"
"src/lib/generated/details/enemies/*","type","neutral","628","6281","string","src/lib/components/BaseStatsPanel.svelte;src/lib/components/ChangelogModal.svelte;src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/DescriptionText.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;... 174 candidate files"
"src/lib/generated/details/enemies/*","typeName","localized","628","6281","string","src/lib/components/relic/RelicDetailPage.svelte;src/lib/domain/enemy-view.ts;src/lib/domain/types.ts;scripts/data/sync.ts"
"src/lib/generated/details/enemies/*","weaknesses.[].element","neutral","1714","14538","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/mechanics/BuffOptionTile.svelte;src/lib/components/endgame/mechanics/MechanicEntry.svelte;src/lib/components/endgame/mechanics/MechanicSectionCard.svelte;... 38 candidate files"
"src/lib/generated/details/enemies/*","weaknesses.[].name","localized","1714","10796","string","src/lib/components/CharacterCatalogPage.svelte;src/lib/components/CharacterOverviewCard.svelte;src/lib/components/CompactEntityCard.svelte;src/lib/components/DetailPage.svelte;src/lib/components/EffectExplanationSection.svelte;src/lib/components/EidolonCard.svelte;src/lib/components/endgame/EndgameEnemyCard.svelte;src/lib/components/endgame/EndgameOverviewCard.svelte;... 110 candidate files"
